label,message,label_encoded,clean_message,tokens_text
ham,"I am real, baby! I want to bring out your inner tigress...",0,i am real baby i want to bring out your inner tigress,real baby want bring inner tigress
ham,No da if you run that it activate the full version da.,0,no da if you run that it activate the full version da,da run activate full version da
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,0,ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,stop the story ive told him ive returned it and hes saying i should not re order it,stop story ive told ive returned hes saying order
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet
ham,Going to take your babe out ?,0,going to take your babe out,going take babe
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
ham,Spoons it is then okay?,0,spoons it is then okay,spoons okay
ham,Did he just say somebody is named tampa,0,did he just say somebody is named tampa,say somebody named tampa
ham,In work now. Going have in few min.,0,in work now going have in few min,work going min
ham,Your brother is a genius,0,your brother is a genius,brother genius
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you,sorry guess whenever get hold connections maybe hour two ill text
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,0,did u find out what time the bus is at coz i need to sort some stuff out,u find time bus coz need sort stuff
ham,Dude ive been seeing a lotta corvettes lately,0,dude ive been seeing a lotta corvettes lately,dude ive seeing lotta corvettes lately
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call tscs pm approx mins,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call tscs pm approx mins
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,consider walls bunkers shit important never play peaceful guess place high enough dont matter
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,private your account statement for xxxxxx shows unredeemed s i m points call identifier code expires,private account statement xxxxxx shows unredeemed points call identifier code expires
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,hello need posh birds chaps user trial prods champneys put need address dob asap ta r
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,u want xmas free text messages new video phone half price line rental call free find
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,well am officially in a philosophical hole so if u wanna call am at home ready to be saved,well officially philosophical hole u wanna call home ready saved
ham,Its going good...no problem..but still need little experience to understand american customer voice...,0,its going goodno problembut still need little experience to understand american customer voice,going goodno problembut still need little experience understand american customer voice
ham,I'll text you when I drop x off,0,ill text you when i drop x off,ill text drop x
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0,ugh its been a long day im exhausted just want to cuddle up and take a nap,ugh long day im exhausted want cuddle take nap
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,shop till u drop is it you either k k cash or travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,shop till u drop either k k cash travel voucher call ntt po box crbt fixedline cost ppm mobile vary
ham,Are you in castor? You need to see something,0,are you in castor you need to see something,castor need see something
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sptyrone,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sptyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,u secret admirer looking make contact ufind rreveal thinks ur specialcall
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms,u secret admirer looking make contact ufind rreveal thinks ur specialcall stopsms
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content,reminder downloaded content already paid goto mymoby tv collect content
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training
ham,I love to give massages. I use lots of baby oil... What is your fave position?,0,i love to give massages i use lots of baby oil what is your fave position,love give massages use lots baby oil fave position
ham,Dude we should go sup again,0,dude we should go sup again,dude go sup
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,yoyyooo u know change permissions drive mac usb flash drive
